totalvehicles,CaseYear,ST_CASE,VEH_NO,NUMOCCS,DEATHS,DR_DRINK,DR_ZIP,SPEEDREL,HIT_RUN,BODY_TYP,BODY_TYPNAME,MAK_MOD,MOD_YEAR,Body,DISTRACT,IMPAIR
2,2016,540037,1,1,0,FALSE,25832,FALSE,FALSE,62,"Single-unit straight truck or Cab-Chassis (19,500 lbs. < GVWR < or = 26,000 lbs.)",Other Make Hino,2008,Straight truck,Not Distracted,None/Apparently Normal
2,2016,540037,2,2,2,FALSE,NA,NA,FALSE,90,ATV/ATC [All-Terrain Cycle],Suzuki 350cc or greater (ATV),2003,ATV/Off road,Unknown if Distracted,Unknown
1,2016,540038,1,4,1,TRUE,44721,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","Chevrolet C, K, R, V-series pickup/Silverado",2004,Pickup,Not Distracted,Unknown
1,2016,540039,1,3,1,TRUE,26726,TRUE,FALSE,4,"4-door sedan, hardtop",Dodge Neon,2004,Sedan,Not Distracted,Under the Influence
1,2016,540040,1,1,1,TRUE,25033,TRUE,FALSE,4,"4-door sedan, hardtop",Ford Taurus/Taurus X,1998,Sedan,Not Distracted,Under the Influence
2,2016,540041,1,2,0,FALSE,25526,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","Chevrolet C, K, R, V-series pickup/Silverado",2013,Pickup,Not Distracted,None/Apparently Normal
2,2016,540041,2,1,1,TRUE,25541,TRUE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Dodge Caravan/Grand Caravan,2005,Utility/Minivan,Not Distracted,Unknown
2,2016,540042,1,2,1,FALSE,15501,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,1999,Motorcycle,Not Distracted,None/Apparently Normal
2,2016,540042,2,3,0,FALSE,20646,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Chrysler PT Cruiser,2002,Sedan,Not Distracted,None/Apparently Normal
2,2016,540043,1,3,1,FALSE,26678,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Toyota RAV4 *,2000,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540043,2,1,0,FALSE,25868,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Nissan/Datsun Frontier (1998 on),1998,Pickup,Not Distracted,None/Apparently Normal
1,2016,540044,1,1,1,TRUE,25402,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2001,Utility/Minivan,Not Distracted,Under the Influence
1,2016,540045,1,3,1,FALSE,24815,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Ford F-Series pickup,1998,Pickup,Not Distracted,Unknown
2,2016,540046,1,1,1,FALSE,26519,FALSE,FALSE,95,Golf Cart,Yamaha Other (Vehicle),NA,Other (specified),Not Distracted,None/Apparently Normal
2,2016,540046,2,2,0,FALSE,26519,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Honda CR-V,2002,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540047,1,2,1,FALSE,15320,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Monte Carlo (1995 on),2003,Sedan,Not Distracted,None/Apparently Normal
2,2016,540047,2,3,0,FALSE,NonUS,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Honda Odyssey,2006,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540048,1,1,1,FALSE,25813,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Ford Mustang/Mustang II,2014,Sedan,Not Distracted,None/Apparently Normal
2,2016,540048,2,1,0,FALSE,25270,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Toyota 4-Runner,1989,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2016,540049,1,1,1,FALSE,26444,FALSE,FALSE,4,"4-door sedan, hardtop","Buick / Opel LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE",1994,Sedan,Not Distracted,"Ill, Blackout"
2,2016,540050,1,8,4,FALSE,43123,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2016,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540050,2,1,0,TRUE,44883,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Dodge Ram Pickup,2014,Pickup,Not Distracted,Under the Influence
1,2016,540051,1,1,1,FALSE,26205,FALSE,FALSE,4,"4-door sedan, hardtop","Buick / Opel LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE",2005,Sedan,Not Distracted,Unknown
1,2016,540052,1,1,1,FALSE,25621,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Chevrolet S-10 Blazer/TrailBlazer (2002 only; for 2003 on, see 403)",2004,Utility/Minivan,Not Distracted,Unknown
1,2016,540053,1,1,0,FALSE,26301,FALSE,FALSE,4,"4-door sedan, hardtop",Cadillac Seville,2000,Sedan,Not Distracted,Unknown
1,2016,540054,1,2,1,FALSE,25630,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Yamaha 350cc or greater (ATV),2009,ATV/Off road,Not Distracted,Unknown
2,2016,540055,1,1,1,FALSE,25252,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Ford Expedition,2001,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540055,2,1,0,FALSE,26164,FALSE,TRUE,4,"4-door sedan, hardtop",Toyota Avalon,2002,Sedan,Not Distracted,None/Apparently Normal
1,2016,540056,1,1,1,FALSE,25320,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Focus,2005,Sedan,Not Distracted,"Ill, Blackout"
1,2016,540057,1,1,1,TRUE,25653,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),2013,ATV/Off road,Not Distracted,Under the Influence
1,2016,540058,1,1,1,FALSE,26234,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","Chevrolet C, K, R, V-series pickup/Silverado",2008,Pickup,Not Distracted,None/Apparently Normal
1,2016,540059,1,1,1,TRUE,26180,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),2006,ATV/Off road,Not Distracted,Under the Influence
1,2016,540060,1,2,1,FALSE,12846,FALSE,FALSE,4,"4-door sedan, hardtop",Hyundai Sonata,2006,Sedan,Not Distracted,Unknown
1,2016,540061,1,1,1,FALSE,76020,FALSE,FALSE,80,Motorcycle,Honda 750 cc or greater,1995,Motorcycle,Not Distracted,None/Apparently Normal
2,2016,540062,1,1,1,FALSE,26301,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Ford Escort/EXP/ZX2,2000,Sedan,Not Distracted,None/Apparently Normal
2,2016,540062,2,2,1,FALSE,26276,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Escape,2010,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2016,540063,1,1,0,FALSE,NA,NA,TRUE,99,Unknown body type,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",NA,Unknown,Unknown if Distracted,Unknown
1,2016,540064,1,2,1,TRUE,25404,FALSE,FALSE,4,"4-door sedan, hardtop",Mitsubishi Galant,2010,Sedan,Not Distracted,Under the Influence
1,2016,540065,1,5,1,FALSE,26833,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Dodge Durango (1998-2003 only; see model 422 for 2004 on),1999,Utility/Minivan,Not Distracted,Under the Influence
1,2016,540066,1,2,0,FALSE,26034,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",Volvo Medium/Heavy – CBE,2012,Straight truck,Not Distracted,Unknown
2,2016,540067,1,1,1,FALSE,25443,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Patriot,2016,Utility/Minivan,Not Distracted,Unknown
2,2016,540067,2,1,0,FALSE,25404,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Nissan/Datsun Titan (from 2004-06; see 481 for 2007 on),2004,Pickup,Not Distracted,None/Apparently Normal
2,2016,540068,1,1,1,FALSE,25245,FALSE,FALSE,80,Motorcycle,Yamaha 750cc or greater,2014,Motorcycle,Not Distracted,None/Apparently Normal
2,2016,540068,2,1,0,FALSE,25245,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Ford Ranger,1994,Pickup,Not Distracted,None/Apparently Normal
2,2016,540069,1,1,0,FALSE,26301,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Liberty,2007,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540069,2,1,1,FALSE,26426,FALSE,FALSE,3,3-door/2-door hatchback,Ford Focus,2000,Sedan,Not Distracted,None/Apparently Normal
2,2016,540070,1,1,1,TRUE,45768,FALSE,FALSE,4,"4-door sedan, hardtop",Nissan/Datsun 810/Maxima,2008,Sedan,Not Distracted,Under the Influence
1,2016,540071,1,3,1,FALSE,21222,TRUE,FALSE,4,"4-door sedan, hardtop",BMW 7-series,2002,Sedan,Not Distracted,Unknown
1,2016,540072,1,1,1,TRUE,26155,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2000,Motorcycle,Not Distracted,Unknown
1,2016,540073,1,1,0,FALSE,15317,FALSE,TRUE,4,"4-door sedan, hardtop","Honda Civic/CRX, del Sol",2010,Sedan,Not Distracted,Asleep or Fatigued
1,2016,540074,1,1,1,FALSE,25118,TRUE,FALSE,80,Motorcycle,Other Make 750cc or greater,2008,Motorcycle,Not Distracted,Unknown
1,2016,540075,1,3,1,FALSE,26542,TRUE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Dodge Caravan/Grand Caravan,2001,Utility/Minivan,Not Distracted,Unknown
1,2016,540076,1,1,1,TRUE,24850,TRUE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Ford Ranger,1986,Pickup,Not Distracted,Under the Influence
1,2016,540077,1,1,1,FALSE,22657,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","GMC C, K, R, V-series pickup/     Sierra",1978,Pickup,Not Distracted,"Ill, Blackout"
1,2016,540078,1,1,1,TRUE,24605,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),NA,ATV/Off road,Not Distracted,Under the Influence
2,2016,540079,1,1,1,FALSE,25177,FALSE,FALSE,4,"4-door sedan, hardtop",Dodge Neon,2002,Sedan,Not Distracted,None/Apparently Normal
2,2016,540079,2,1,0,FALSE,25701,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Subaru Forester,2016,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2016,540080,1,2,0,FALSE,68147,FALSE,FALSE,6,Station Wagon (excluding van and truck based),"Nissan/Datsun Murano (For 2003-2018 only.  For model years 2019 on, see 35-422.)",2007,Sedan,Not Distracted,None/Apparently Normal
2,2016,540081,1,1,0,FALSE,26416,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Subaru Outback (2003 on)(see 034 for prior to 2003),2013,Sedan,Not Distracted,None/Apparently Normal
2,2016,540081,2,1,1,FALSE,26416,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Aveo/Aveo 5,2009,Sedan,Not Distracted,None/Apparently Normal
2,2016,540082,1,1,0,FALSE,26525,FALSE,FALSE,67,"Medium/heavy Pickup (>10,000 lbs. GVWR)","Ford Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",2000,Pickup,Not Distracted,None/Apparently Normal
2,2016,540082,2,1,1,FALSE,26508,FALSE,FALSE,4,"4-door sedan, hardtop",Audi A6,2001,Sedan,Not Distracted,None/Apparently Normal
1,2016,540083,1,1,1,TRUE,25434,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2001,Utility/Minivan,Not Distracted,Under the Influence
1,2016,540084,1,1,1,FALSE,25511,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,1989,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540085,1,1,1,TRUE,26205,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2013,Utility/Minivan,Not Distracted,Under the Influence
2,2016,540085,2,1,0,FALSE,26261,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","Chevrolet C, K, R, V-series pickup/Silverado",2004,Pickup,Not Distracted,None/Apparently Normal
1,2016,540086,1,1,1,TRUE,26542,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Suzuki 350cc or greater (ATV),2001,ATV/Off road,Not Distracted,Under the Influence
1,2016,540087,1,1,1,FALSE,25081,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Chevrolet S-10/T-10 Pickup,2002,Pickup,Not Distracted,Asleep or Fatigued
1,2016,540088,1,1,1,FALSE,25971,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2000,Utility/Minivan,Not Distracted,Unknown
1,2016,540089,1,2,1,TRUE,25043,FALSE,FALSE,4,"4-door sedan, hardtop",Hyundai Accent,2001,Sedan,Not Distracted,Unknown
1,2016,540090,1,1,1,FALSE,25541,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Ford F-Series pickup,2004,Pickup,Not Distracted,"Ill, Blackout"
1,2016,540091,1,3,2,TRUE,25428,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","GMC C, K, R, V-series pickup/     Sierra",1993,Pickup,Not Distracted,Unknown
1,2016,540092,1,1,1,FALSE,41144,FALSE,FALSE,80,Motorcycle,Other Make 450-749cc,2007,Motorcycle,Not Distracted,None/Apparently Normal
1,2016,540093,1,2,1,TRUE,22849,FALSE,FALSE,80,Motorcycle,Yamaha 750cc or greater,2002,Motorcycle,Not Distracted,Under the Influence
1,2016,540094,1,1,1,TRUE,26149,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Suzuki 350cc or greater (ATV),2005,ATV/Off road,Not Distracted,Under the Influence
1,2016,540095,1,2,1,FALSE,26241,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1998,Utility/Minivan,Not Distracted,Unknown
1,2016,540096,1,1,1,FALSE,25951,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Dodge Ram Pickup,2001,Pickup,Not Distracted,None/Apparently Normal
1,2016,540097,1,2,1,FALSE,26201,FALSE,FALSE,80,Motorcycle,Honda 750 cc or greater,2007,Motorcycle,Not Distracted,None/Apparently Normal
1,2016,540098,1,1,1,FALSE,26601,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Chevrolet S-10/T-10 Pickup,2003,Pickup,Not Distracted,Unknown
1,2016,540099,1,1,1,FALSE,25848,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),NA,ATV/Off road,Not Distracted,None/Apparently Normal
2,2016,540100,1,1,1,FALSE,25901,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2013,Motorcycle,Not Distracted,None/Apparently Normal
2,2016,540100,2,2,0,FALSE,25840,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Ford Ranger,1994,Pickup,Not Distracted,None/Apparently Normal
2,2016,540101,1,1,1,FALSE,26801,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Volkswagen Beetle 1300/1500,1976,Sedan,Not Distracted,None/Apparently Normal
2,2016,540101,2,2,0,FALSE,26757,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",GMC Medium/Heavy - CBE,2006,Straight truck,Not Distracted,None/Apparently Normal
2,2016,540102,2,1,0,FALSE,26448,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Fusion,2010,Sedan,Not Distracted,None/Apparently Normal
2,2016,540102,1,2,1,FALSE,41071,FALSE,FALSE,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",Ford Transit,2015,Bus/Large van,Not Distracted,None/Apparently Normal
2,2016,540103,1,1,0,FALSE,25541,FALSE,FALSE,5,5-door/4-door hatchback,Toyota Prius *,2015,Sedan,Not Distracted,None/Apparently Normal
2,2016,540103,2,1,1,FALSE,25537,FALSE,FALSE,97,"Other vehicle type (includes go-cart, fork-lift, city street sweeper dunes/swamp buggy)",Other Make Other (vehicle),NA,Other (specified),Not Distracted,Unknown
1,2016,540104,1,1,0,FALSE,NA,NA,TRUE,99,Unknown body type,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",NA,Unknown,Unknown if Distracted,Unknown
2,2016,540105,1,1,0,FALSE,25061,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2003,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540105,2,1,1,FALSE,25313,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Pontiac Trans Sport/ Montana/SV6,2003,Utility/Minivan,Not Distracted,None/Apparently Normal
3,2016,540106,1,1,1,FALSE,24954,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Pontiac Firebird/Trans AM,1997,Sedan,Not Distracted,None/Apparently Normal
3,2016,540106,2,2,0,FALSE,24954,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Subaru Forester,2014,Utility/Minivan,Not Distracted,None/Apparently Normal
3,2016,540106,3,1,0,FALSE,25314,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Subaru Forester,2016,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2016,540107,1,1,0,FALSE,25387,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","GMC C, K, R, V-series pickup/     Sierra",2012,Pickup,Not Distracted,None/Apparently Normal
1,2016,540108,1,2,1,TRUE,26288,TRUE,FALSE,80,Motorcycle,Honda 750 cc or greater,2012,Motorcycle,Not Distracted,Under the Influence
2,2016,540109,1,2,0,FALSE,26203,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Fullsize Blazer/Tahoe,2003,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540109,2,2,0,FALSE,26610,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Chevrolet Venture,2001,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2016,540110,1,3,1,FALSE,NA,TRUE,FALSE,4,"4-door sedan, hardtop",Nissan/Datsun Altima,1998,Sedan,Not Distracted,Unknown
2,2016,540110,2,2,0,FALSE,25508,FALSE,FALSE,6,Station Wagon (excluding van and truck based),"Nissan/Datsun Murano (For 2003-2018 only.  For model years 2019 on, see 35-422.)",2016,Sedan,Not Distracted,None/Apparently Normal
1,2016,540111,1,2,1,FALSE,43207,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2008,Motorcycle,Other Distraction,None/Apparently Normal
1,2016,540112,1,2,1,TRUE,25015,TRUE,FALSE,2,"2-door sedan,hardtop,coupe",Buick / Opel Riviera,1997,Sedan,Not Distracted,Under the Influence
1,2016,540113,1,4,1,FALSE,26101,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")","Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2002,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2016,540114,1,1,1,TRUE,26276,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","Chevrolet C, K, R, V-series pickup/Silverado",2011,Pickup,Not Distracted,Unknown
2,2016,540115,1,1,1,FALSE,26753,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Beretta/Corsica,1988,Sedan,Not Distracted,None/Apparently Normal
2,2016,540115,2,3,0,FALSE,26757,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Fusion,2006,Sedan,Not Distracted,None/Apparently Normal
1,2016,540116,1,1,1,TRUE,25304,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2006,Motorcycle,Not Distracted,Unknown
1,2016,540117,1,1,1,FALSE,26425,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Toyota RAV4 *,2013,Utility/Minivan,Not Distracted,"Ill, Blackout"
1,2016,540118,1,1,1,TRUE,26807,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Ford Ranger,1996,Pickup,Not Distracted,Under the Influence
2,2016,540119,1,1,0,FALSE,25624,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Toyota Tundra,2010,Pickup,Not Distracted,None/Apparently Normal
2,2016,540119,2,2,1,FALSE,25691,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Dodge Challenger (2008 on; for 1970-74 see model 005),2014,Sedan,Not Distracted,Unknown
1,2016,540120,1,1,1,FALSE,24740,FALSE,FALSE,4,"4-door sedan, hardtop",Saturn LS,2002,Sedan,Not Distracted,None/Apparently Normal
1,2016,540121,1,2,1,FALSE,26301,FALSE,FALSE,97,"Other vehicle type (includes go-cart, fork-lift, city street sweeper dunes/swamp buggy)",Other Make Other (vehicle),1971,Other (specified),Not Distracted,None/Apparently Normal
2,2016,540122,1,1,1,FALSE,26205,FALSE,FALSE,6,Station Wagon (excluding van and truck based),"Nissan/Datsun Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2012,Sedan,Not Distracted,None/Apparently Normal
2,2016,540122,2,1,0,FALSE,26206,FALSE,FALSE,78,Unknown medium/heavy truck type,Peterbilt Medium/Heavy – Unknown engine location,1998,Unknown,Not Distracted,None/Apparently Normal
1,2016,540123,1,1,1,TRUE,26501,FALSE,FALSE,80,Motorcycle,Honda 750 cc or greater,1995,Motorcycle,Not Distracted,Unknown
2,2016,540124,1,3,0,FALSE,26521,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)","Chevrolet C, K, R, V-series pickup/Silverado",1989,Pickup,Not Distracted,None/Apparently Normal
2,2016,540124,2,1,1,FALSE,26361,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2006,Motorcycle,Not Distracted,None/Apparently Normal
2,2016,540125,1,2,2,FALSE,26415,FALSE,FALSE,4,"4-door sedan, hardtop","Chevrolet Impala/Caprice (For SS from 2014 on, use 20-021.)",2005,Sedan,Not Distracted,None/Apparently Normal
2,2016,540125,2,1,0,FALSE,26161,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Freightliner Medium/Heavy - CBE,1998,Truck-tractor,Not Distracted,None/Apparently Normal
1,2016,540126,1,1,1,TRUE,24701,TRUE,FALSE,80,Motorcycle,Honda 750 cc or greater,2006,Motorcycle,Not Distracted,Unknown
1,2016,540127,1,2,1,FALSE,26217,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",KIA Sedona,2005,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2016,540128,1,1,1,TRUE,25504,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Ford F-Series pickup,2013,Pickup,Not Distracted,Under the Influence
1,2016,540129,1,1,1,FALSE,24844,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",Peterbilt Medium/Heavy – COE low entry,2005,Straight truck,Not Distracted,Unknown
1,2016,540130,1,2,1,TRUE,25271,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",Ford F-Series pickup,1998,Pickup,Not Distracted,Under the Influence
1,2016,540131,1,1,1,TRUE,25402,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Chevrolet Trax,2015,Utility/Minivan,Not Distracted,Under the Influence
1,2016,540132,1,3,1,FALSE,26250,FALSE,FALSE,1,"Convertible(excludes sun-roof,t-bar)",Ford Mustang/Mustang II,1988,Sedan,Not Distracted,None/Apparently Normal
1,2016,540133,1,2,0,FALSE,25404,FALSE,TRUE,4,"4-door sedan, hardtop",Chevrolet Malibu/Malibu Maxx,2008,Sedan,Not Distracted,None/Apparently Normal
