totalvehicles,CaseYear,ST_CASE,VEH_NO,NUMOCCS,DEATHS,DR_DRINK,DR_ZIP,SPEEDREL,HIT_RUN,BODY_TYP,BODY_TYPNAME,MAK_MOD,MOD_YEAR,Body,DISTRACT,IMPAIR
1,2015,540001,1,1,1,FALSE,24986,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Subaru Forester,2014,Utility/Minivan,Not Distracted,Unknown
2,2015,540002,1,2,1,FALSE,25901,FALSE,FALSE,4,"4-door sedan, hardtop",Subaru Legacy/Outback(prior to 2003 only; see 045 for 2003 on),2014,Sedan,Not Distracted,Asleep or Fatigued
2,2015,540002,2,4,0,FALSE,25825,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Fullsize Blazer/Tahoe,2015,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540003,1,1,1,FALSE,32725,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Kenworth Medium/Heavy - CBE,2004,Truck-tractor,Not Distracted,Unknown
2,2015,540004,1,1,0,FALSE,30260,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Kenworth Medium/Heavy - CBE,1991,Truck-tractor,Not Distracted,None/Apparently Normal
2,2015,540004,2,1,1,FALSE,24701,FALSE,FALSE,4,"4-door sedan, hardtop",Datsun/Nissan Sentra,2012,Sedan,Not Distracted,Unknown
2,2015,540005,1,3,1,FALSE,25168,TRUE,FALSE,4,"4-door sedan, hardtop",Subaru Legacy/Outback(prior to 2003 only; see 045 for 2003 on),1991,Sedan,Not Distracted,Emotional
2,2015,540005,2,3,0,FALSE,25070,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Toyota RAV4 *,2003,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540006,1,1,1,FALSE,25951,FALSE,FALSE,4,"4-door sedan, hardtop",Honda Accord,2002,Sedan,Not Distracted,None/Apparently Normal
2,2015,540006,2,3,0,FALSE,25951,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","GMC C, K, R, V-series pickup/     Sierra",2012,Pickup,Not Distracted,None/Apparently Normal
2,2015,540007,1,5,1,FALSE,24888,FALSE,FALSE,4,"4-door sedan, hardtop",Dodge Neon,2005,Sedan,Not Distracted,None/Apparently Normal
2,2015,540007,2,1,0,FALSE,24873,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,2005,Utility/Minivan,Not Distracted,Unknown
1,2015,540008,1,1,0,FALSE,25306,NA,TRUE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",GMC Fullsize Jimmy/Yukon,2004,Utility/Minivan,Not Reported,Unknown
1,2015,540009,1,2,1,FALSE,26354,FALSE,FALSE,4,"4-door sedan, hardtop",Mercury Sable,1996,Sedan,Not Distracted,None/Apparently Normal
1,2015,540010,1,4,1,FALSE,26452,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Focus,2013,Sedan,Not Distracted,Unknown
2,2015,540011,1,1,0,FALSE,26041,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2004,Pickup,Not Distracted,None/Apparently Normal
2,2015,540011,2,1,1,FALSE,43912,TRUE,FALSE,4,"4-door sedan, hardtop",KIA Optima,2013,Sedan,Not Distracted,None/Apparently Normal
1,2015,540012,1,1,1,FALSE,24931,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Subaru Forester,2002,Utility/Minivan,Not Distracted,Unknown
2,2015,540013,1,1,1,FALSE,20166,FALSE,FALSE,4,"4-door sedan, hardtop",Toyota Camry,2012,Sedan,Not Distracted,Unknown
2,2015,540013,2,1,0,FALSE,25425,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,2003,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540014,1,2,1,FALSE,25671,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1999,Utility/Minivan,Not Distracted,Asleep or Fatigued
2,2015,540015,1,1,1,FALSE,25801,FALSE,FALSE,4,"4-door sedan, hardtop",KIA Rio/Rio5,2006,Sedan,Not Distracted,None/Apparently Normal
2,2015,540015,2,1,0,FALSE,25801,FALSE,FALSE,4,"4-door sedan, hardtop",Datsun/Nissan Versa,2012,Sedan,Not Distracted,None/Apparently Normal
1,2015,540016,1,2,1,FALSE,25840,TRUE,FALSE,4,"4-door sedan, hardtop",Ford Escort/EXP/ZX2,2001,Sedan,Not Distracted,None/Apparently Normal
2,2015,540017,1,1,1,FALSE,24739,FALSE,FALSE,4,"4-door sedan, hardtop",Pontiac Grand Prix (FWD),2008,Sedan,Not Distracted,Unknown
2,2015,540017,2,1,0,FALSE,14211,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Kenworth Medium/Heavy - CBE,2006,Truck-tractor,Not Distracted,None/Apparently Normal
1,2015,540018,1,1,1,FALSE,25514,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","GMC C, K, R, V-series pickup/     Sierra",2004,Pickup,Not Distracted,Unknown
1,2015,540019,1,1,1,TRUE,26627,FALSE,FALSE,4,"4-door sedan, hardtop",Honda Accord,1996,Sedan,Not Distracted,None/Apparently Normal
2,2015,540020,1,1,1,FALSE,25438,FALSE,FALSE,4,"4-door sedan, hardtop",Oldsmobile Delta 88/LSS,1998,Sedan,Not Distracted,None/Apparently Normal
2,2015,540020,2,1,0,FALSE,25428,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Ford Mustang/Mustang II,2007,Sedan,Not Distracted,None/Apparently Normal
2,2015,540021,1,1,1,FALSE,26034,TRUE,FALSE,3,3-door/2-door hatchback,Mitsubishi 3000 GT,1993,Sedan,Not Distracted,None/Apparently Normal
2,2015,540021,2,1,0,FALSE,26034,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2014,Pickup,Not Distracted,None/Apparently Normal
1,2015,540022,1,1,1,TRUE,25696,TRUE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Camaro,1993,Sedan,Other Distraction,Under the Influence
1,2015,540023,1,2,1,TRUE,26031,FALSE,FALSE,4,"4-door sedan, hardtop",Subaru Legacy/Outback(prior to 2003 only; see 045 for 2003 on),2001,Sedan,Other Distraction,Under the Influence
1,2015,540024,1,1,1,FALSE,26525,FALSE,FALSE,4,"4-door sedan, hardtop",Mercury Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis,2008,Sedan,Not Distracted,None/Apparently Normal
2,2015,540025,1,2,2,FALSE,25541,TRUE,FALSE,4,"4-door sedan, hardtop",Chevrolet Cobalt,2010,Sedan,Not Distracted,None/Apparently Normal
1,2015,540026,1,1,1,FALSE,25443,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Chrysler PT Cruiser,2006,Sedan,Not Distracted,None/Apparently Normal
2,2015,540027,1,1,1,FALSE,26217,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Chevrolet Geo Tracker/Tracker,1990,Utility/Minivan,Not Distracted,Under the Influence
2,2015,540027,2,1,0,FALSE,26288,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Sonic,2014,Sedan,Not Distracted,None/Apparently Normal
3,2015,540028,1,1,1,FALSE,26041,FALSE,FALSE,5,5-door/4-door hatchback,Chevrolet Aveo/Aveo 5,2009,Sedan,Not Distracted,None/Apparently Normal
3,2015,540028,2,1,0,FALSE,26101,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Freightliner Medium/Heavy - CBE,2002,Truck-tractor,Not Distracted,None/Apparently Normal
3,2015,540028,3,2,0,FALSE,26155,FALSE,FALSE,5,5-door/4-door hatchback,Toyota Venza,2013,Sedan,Not Distracted,None/Apparently Normal
1,2015,540029,1,2,1,TRUE,26187,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",1998,Pickup,Not Distracted,Under the Influence
1,2015,540030,1,2,1,TRUE,43912,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Datsun/Nissan Pathfinder,2006,Utility/Minivan,Not Distracted,Unknown
1,2015,540031,1,2,1,TRUE,26378,FALSE,FALSE,4,"4-door sedan, hardtop",BMW 5-series,1997,Sedan,Not Distracted,Under the Influence
1,2015,540032,1,2,1,TRUE,15642,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2004,Pickup,Not Distracted,Under the Influence
2,2015,540033,1,1,0,FALSE,25545,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Pontiac Trans Sport/ Montana/SV6,2006,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540034,1,1,0,FALSE,25301,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2012,Pickup,Not Distracted,None/Apparently Normal
2,2015,540034,2,1,1,TRUE,25177,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Taurus/Taurus X,2000,Sedan,Not Distracted,Under the Influence
1,2015,540035,1,4,2,TRUE,25301,TRUE,FALSE,4,"4-door sedan, hardtop",Jaguar S-Type,2000,Sedan,Not Distracted,None/Apparently Normal
1,2015,540036,1,1,0,FALSE,44278,FALSE,FALSE,32,Pickup with slide-in camper,Ford F-Series pickup,2007,Pickup,"Distracted by Outside Person, Object or Event",None/Apparently Normal
2,2015,540037,1,1,0,FALSE,26554,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","Chevrolet C, K, R, V-series pickup/Silverado",2011,Pickup,Not Distracted,None/Apparently Normal
2,2015,540037,2,2,1,FALSE,26571,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,1997,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540038,1,1,1,FALSE,24970,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Mercury Mariner,2007,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540039,1,2,1,FALSE,26847,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Dodge Caravan/Grand Caravan,2004,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540039,2,1,0,FALSE,22830,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Chevrolet S-10/T-10 Pickup,1996,Pickup,Not Distracted,None/Apparently Normal
1,2015,540040,1,1,1,TRUE,25901,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Suzuki 125-349cc (ATV),1999,ATV/Off road,Not Distracted,Under the Influence
1,2015,540041,1,1,1,TRUE,26836,FALSE,FALSE,3,3-door/2-door hatchback,Other Import Mini-Cooper,2006,Sedan,Not Distracted,Unknown
1,2015,540042,1,2,0,FALSE,25661,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Chevrolet Equinox,2012,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540043,1,1,0,FALSE,32839,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,2015,Utility/Minivan,Not Distracted,Unknown
2,2015,540043,2,4,1,FALSE,37919,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Escape,2012,Utility/Minivan,Not Distracted,Unknown
2,2015,540044,1,1,1,FALSE,46360,FALSE,FALSE,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",GMC G-series van/Savana,2010,Bus/Large van,Not Distracted,Unknown
2,2015,540044,2,1,0,FALSE,44413,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",International Harvester/Navistar Medium/Heavy - CBE,2010,Straight truck,Not Distracted,None/Apparently Normal
1,2015,540045,1,1,1,FALSE,25871,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Ford Ranger,2003,Pickup,Not Distracted,None/Apparently Normal
1,2015,540046,1,1,0,FALSE,25701,FALSE,FALSE,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Chevrolet Venture,2000,Utility/Minivan,Not Distracted,Under the Influence
1,2015,540047,1,2,1,FALSE,34997,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Other Make Other (automobile),2010,Sedan,Not Distracted,None/Apparently Normal
1,2015,540048,1,2,1,TRUE,25865,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Taurus/Taurus X,2005,Sedan,Not Distracted,Under the Influence
1,2015,540049,1,1,1,FALSE,25526,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Liberty,2005,Utility/Minivan,Not Distracted,Unknown
1,2015,540050,1,1,1,FALSE,26554,TRUE,FALSE,80,Motorcycle,Yamaha 750cc or greater,2000,Motorcycle,Not Distracted,Unknown
2,2015,540051,1,1,1,FALSE,25621,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Chevrolet S-10/T-10 Pickup,2000,Pickup,Not Distracted,None/Apparently Normal
2,2015,540051,2,1,0,FALSE,25661,TRUE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Cobalt,2008,Sedan,Not Distracted,Asleep or Fatigued
1,2015,540052,1,1,1,FALSE,26039,FALSE,FALSE,4,"4-door sedan, hardtop","Honda Civic/CRX, del Sol",2001,Sedan,Not Distracted,Unknown
1,2015,540053,1,1,1,TRUE,24612,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Suzuki 350cc or greater (ATV),NA,ATV/Off road,Not Distracted,Under the Influence
2,2015,540054,1,1,0,TRUE,25537,FALSE,FALSE,4,"4-door sedan, hardtop",Toyota Camry,2005,Sedan,Not Distracted,Under the Influence
2,2015,540054,2,1,1,FALSE,25537,FALSE,FALSE,80,Motorcycle,Kawasaki 125-349cc,2004,Motorcycle,Not Distracted,None/Apparently Normal
2,2015,540055,1,1,1,FALSE,26836,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Dodge Dakota,1999,Pickup,Not Distracted,None/Apparently Normal
2,2015,540055,2,1,0,FALSE,22942,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Kenworth Medium/Heavy - CBE,2014,Truck-tractor,Not Distracted,None/Apparently Normal
1,2015,540056,1,1,0,FALSE,26101,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Mitsubishi Outlander,2004,Sedan,Not Distracted,None/Apparently Normal
1,2015,540057,1,2,1,FALSE,25315,FALSE,FALSE,40,"Cab Chassis Based (includes Rescue Vehicle, Light Stake, Dump, and Tow Truck)",Mazda Pickup/ B-Series Pickup,1994,Straight truck,Not Distracted,Unknown
1,2015,540058,1,2,1,TRUE,24874,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Toyota Tacoma,2003,Pickup,Not Distracted,None/Apparently Normal
1,2015,540059,1,1,1,TRUE,81650,FALSE,FALSE,4,"4-door sedan, hardtop",Dodge Neon,2002,Sedan,Not Distracted,Under the Influence
1,2015,540060,1,1,1,FALSE,26847,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2003,Pickup,Not Distracted,None/Apparently Normal
1,2015,540061,1,1,1,FALSE,25235,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Toyota Tacoma,2011,Pickup,Not Distracted,Unknown
1,2015,540062,1,1,1,TRUE,25043,TRUE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2008,Motorcycle,Not Distracted,None/Apparently Normal
1,2015,540063,1,1,1,FALSE,24740,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",International Harvester/Navistar Medium/Heavy - CBE,2007,Straight truck,Not Distracted,Unknown
1,2015,540064,1,1,1,FALSE,26447,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Datsun/Nissan Frontier (1998 on),2004,Pickup,Not Distracted,Unknown
1,2015,540065,1,2,1,TRUE,26448,FALSE,FALSE,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",Chevrolet Fullsize Blazer/Tahoe,1999,Utility/Minivan,Not Distracted,Under the Influence
1,2015,540066,1,1,1,TRUE,26431,TRUE,FALSE,80,Motorcycle,Kawasaki 450-749cc,2003,Motorcycle,Not Distracted,None/Apparently Normal
1,2015,540067,1,8,1,FALSE,40361,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",GMC Jimmy/Typhoon/Envoy,2003,Utility/Minivan,Not Distracted,Asleep or Fatigued
2,2015,540068,1,1,0,FALSE,26674,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Dodge Durango (1998-2003 only; see model 422 for 2004 on),2001,Utility/Minivan,Not Distracted,None/Apparently Normal
2,2015,540068,2,2,1,FALSE,26690,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Cavalier,1998,Sedan,Not Distracted,None/Apparently Normal
2,2015,540069,1,2,1,FALSE,27870,FALSE,FALSE,4,"4-door sedan, hardtop",Datsun/Nissan Versa,2012,Sedan,Not Distracted,None/Apparently Normal
2,2015,540069,2,2,0,FALSE,26444,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2001,Pickup,Not Distracted,None/Apparently Normal
3,2015,540070,1,1,1,TRUE,26554,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,2007,Utility/Minivan,Not Distracted,Under the Influence
3,2015,540070,2,1,0,FALSE,26508,FALSE,FALSE,4,"4-door sedan, hardtop",Volkswagen Jetta/Jetta SportsWagen,2011,Sedan,Not Distracted,None/Apparently Normal
3,2015,540070,3,1,1,FALSE,26505,FALSE,FALSE,4,"4-door sedan, hardtop",Subaru Impreza,2015,Sedan,Not Distracted,None/Apparently Normal
1,2015,540071,1,1,1,FALSE,40444,TRUE,FALSE,4,"4-door sedan, hardtop",Datsun/Nissan Altima,2015,Sedan,Not Distracted,Unknown
2,2015,540072,1,1,0,FALSE,15317,FALSE,FALSE,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",Freightliner Medium/Heavy - CBE,2006,Straight truck,Not Distracted,None/Apparently Normal
2,2015,540072,2,1,1,FALSE,26520,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Focus,2000,Sedan,Not Distracted,None/Apparently Normal
2,2015,540073,1,3,1,FALSE,43910,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Chevrolet Cavalier,1994,Sedan,Not Distracted,None/Apparently Normal
2,2015,540073,2,1,0,FALSE,26003,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2000,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540074,1,1,0,FALSE,25309,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Pontiac Vibe,2003,Sedan,Not Distracted,Unknown
1,2015,540075,1,5,1,FALSE,25541,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),1998,Utility/Minivan,Not Distracted,None/Apparently Normal
1,2015,540076,1,1,1,TRUE,25921,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Ford Ranger,1995,Pickup,Not Distracted,Unknown
1,2015,540077,1,1,1,FALSE,25320,FALSE,FALSE,80,Motorcycle,Suzuki 0-50cc,2006,Motorcycle,Not Distracted,None/Apparently Normal
1,2015,540078,1,1,1,FALSE,20895,FALSE,FALSE,80,Motorcycle,Ducati 450-749cc,2013,Motorcycle,Not Distracted,Unknown
1,2015,540079,1,1,1,TRUE,25271,FALSE,FALSE,2,"2-door sedan,hardtop,coupe",Chevrolet Cavalier,2003,Sedan,Not Distracted,Unknown
2,2015,540080,1,1,0,FALSE,26722,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Peterbilt Medium/Heavy – Unknown engine location,1984,Truck-tractor,Not Distracted,None/Apparently Normal
2,2015,540080,2,1,1,FALSE,26726,FALSE,FALSE,30,"Compact pickup (GVWR <4,500 lbs.) (D50,Colt P/U, Ram 50, Dakota, Arrow Pickup [foreign], Ranger, ..)",Dodge Dakota,2004,Pickup,Not Distracted,Asleep or Fatigued
1,2015,540081,1,2,2,FALSE,21557,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2012,Motorcycle,Not Distracted,Unknown
2,2015,540082,1,1,0,FALSE,26201,FALSE,FALSE,4,"4-door sedan, hardtop",Datsun/Nissan 810/Maxima,1999,Sedan,Not Distracted,None/Apparently Normal
2,2015,540082,2,1,1,FALSE,26447,TRUE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,2003,Pickup,Not Distracted,None/Apparently Normal
2,2015,540083,1,1,0,FALSE,26651,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Volvo Medium/Heavy – CBE,1999,Truck-tractor,Not Distracted,None/Apparently Normal
2,2015,540083,2,1,1,FALSE,26261,FALSE,FALSE,80,Motorcycle,Harley-Davidson 750cc or greater,2009,Motorcycle,Not Distracted,None/Apparently Normal
1,2015,540084,1,2,1,FALSE,44011,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Honda 350cc or greater (ATV),2001,ATV/Off road,Not Distracted,Unknown
1,2015,540085,1,1,1,FALSE,25979,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,1996,Pickup,Not Distracted,Unknown
1,2015,540086,1,1,1,FALSE,25508,FALSE,FALSE,4,"4-door sedan, hardtop",Chevrolet Cobalt,2005,Sedan,Not Distracted,None/Apparently Normal
1,2015,540087,1,1,1,FALSE,26704,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)","GMC C, K, R, V-series pickup/     Sierra",2003,Pickup,Not Distracted,"Ill, Blackout"
1,2015,540088,1,1,1,FALSE,25003,FALSE,FALSE,90,ATV/ATC [All-Terrain Cycle],Other Make Unknown cc (ATV),1998,ATV/Off road,Not Distracted,None/Apparently Normal
1,2015,540089,1,1,1,TRUE,25235,TRUE,FALSE,80,Motorcycle,Honda 750 cc or greater,2003,Motorcycle,Not Distracted,Under the Influence
1,2015,540090,1,2,1,TRUE,26155,TRUE,FALSE,90,ATV/ATC [All-Terrain Cycle],Other Make Unknown cc (ATV),2014,ATV/Off road,Not Distracted,Under the Influence
2,2015,540091,1,2,0,FALSE,26426,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Ford F-Series pickup,1979,Pickup,Not Distracted,None/Apparently Normal
2,2015,540091,2,1,1,TRUE,25801,TRUE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Jeep / Kaiser-Jeep / Willys- Jeep YJ series/Wrangler,1998,Utility/Minivan,Not Distracted,Under the Influence
1,2015,540092,1,1,1,FALSE,3222,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Ford Focus,2006,Sedan,Not Distracted,None/Apparently Normal
3,2015,540093,1,1,0,FALSE,28144,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Honda Element,2006,Utility/Minivan,Not Distracted,None/Apparently Normal
3,2015,540093,2,1,1,FALSE,15205,FALSE,FALSE,4,"4-door sedan, hardtop",Ford Fusion,2016,Sedan,Not Distracted,None/Apparently Normal
3,2015,540093,3,2,0,FALSE,15057,FALSE,FALSE,6,Station Wagon (excluding van and truck based),Buick / Opel Enclave (2008-12 model years only.  For 2013 on see model 421.),2012,Sedan,Not Distracted,None/Apparently Normal
2,2015,540094,1,1,1,FALSE,26206,FALSE,FALSE,4,"4-door sedan, hardtop",Subaru Impreza,1996,Sedan,Not Distracted,None/Apparently Normal
2,2015,540094,2,1,0,FALSE,26681,FALSE,FALSE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",Kenworth Medium/Heavy – COE high entry,2013,Truck-tractor,Not Distracted,None/Apparently Normal
1,2015,540095,1,1,1,FALSE,24832,FALSE,FALSE,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",Honda CR-V,2002,Utility/Minivan,Not Distracted,Unknown
2,2015,540096,1,1,0,FALSE,26330,FALSE,FALSE,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350,....)",Dodge Ram Pickup,2011,Pickup,Not Distracted,None/Apparently Normal
