CaseYear,ST_CASE,crashDate,LONGITUD,LATITUDE,COUNTYNAME,HARM_EVNAME,HARM_EV,DRUNK_DR,WEATHERNAME,EMS_flag,EMS_time,Hosp_flag,Hosp_time,totalvehicles,fatals,persons,peds
2016,540151,2016-09-01T12:54:00Z,-81.26645833,38.31715833,KANAWHA (39),Ditch,34,FALSE,Clear,Yes,13:10,Yes,14:34,1,1,1,0
2016,540152,2016-09-01T14:44:00Z,-79.96319444,39.59418056,MONONGALIA (61),Embankment,35,FALSE,Clear,Yes,14:52,Not Applicable/Notified,NA,1,1,1,0
2016,540153,2016-09-03T00:01:00Z,-81.71960833,39.14683056,WOOD (107),Culvert,32,TRUE,Clear,Yes,00:14,Not Applicable/Notified,NA,1,1,1,0
2016,540154,2016-09-11T03:40:00Z,-78.40056111,39.29111111,HAMPSHIRE (27),Culvert,32,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540155,2016-09-14T09:16:00Z,-80.82812778,38.60983056,BRAXTON (7),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2016,540156,2016-09-15T17:26:00Z,-82.4179,38.41928889,CABELL (11),Pedestrian,8,FALSE,Cloudy,Yes,17:37,Yes,17:47,1,1,1,1
2016,540157,2016-09-16T10:50:00Z,-79.11111111,39.07833056,GRANT (23),Tree (Standing Only),42,FALSE,Clear,Yes,11:01,Cancelled,NA,1,2,2,0
2016,540158,2016-09-19T17:48:00Z,-79.62231944,39.66171667,PRESTON (77),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,2,4,0
2016,540159,2016-09-23T17:02:00Z,-82.02019722,38.44405556,PUTNAM (79),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2016,540160,2016-09-23T13:35:00Z,-81.24875833,37.70780833,RALEIGH (81),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2016,540161,2016-09-24T16:26:00Z,-79.91374722,39.176425,BARBOUR (1),Ditch,34,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,2,2,0
2016,540162,2016-09-24T21:04:00Z,-82.56636667,38.35986667,WAYNE (99),Tree (Standing Only),42,TRUE,Clear,Not called,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540163,2016-09-24T22:15:00Z,-81.4891,38.43759722,KANAWHA (39),Pedalcyclist,9,FALSE,Clear,Yes,22:30,Not Applicable/Notified,NA,1,1,2,1
2016,540164,2016-09-24T15:06:00Z,-79.86571667,38.91483333,RANDOLPH (83),Rollover/Overturn,1,FALSE,Clear,Yes,15:45,Yes,15:45,1,1,1,0
2016,540165,2016-09-26T05:00:00Z,-80.14199722,39.48967778,MARION (49),Building,19,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540166,2016-09-30T09:38:00Z,-80.51803056,37.85868333,GREENBRIER (25),Embankment,35,FALSE,Rain,Unknown time,NA,Unknown time,NA,1,1,3,0
2016,540167,2016-08-09T04:00:00Z,-79.99134722,39.614425,MONONGALIA (61),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,04:12,Not Applicable/Notified,NA,4,1,2,0
2016,540168,2016-08-16T15:05:00Z,-81.8865,38.45579722,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,15:37,Yes,15:39,6,1,10,0
2016,540169,2016-08-19T21:50:00Z,-80.54190556,38.93918056,LEWIS (41),Jackknife (harmful to this vehicle),51,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2016,540170,2016-08-20T16:35:00Z,-81.77046389,37.58989167,WYOMING (109),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,17:20,Yes,18:00,2,1,3,0
2016,540171,2016-08-26T06:31:00Z,-81.84414722,38.07089167,BOONE (5),Motor Vehicle In-Transport,12,FALSE,Other,Unknown time,NA,Unknown time,NA,2,1,2,0
2016,540172,2016-07-03T00:18:00Z,-81.98116111,38.96288611,MASON (53),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2016,540173,2016-07-04T03:40:00Z,-80.20526111,39.29690278,HARRISON (33),Pedestrian,8,TRUE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2016,540174,2016-09-09T20:00:00Z,-81.66927778,38.37476667,KANAWHA (39),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2016,540175,2016-09-09T18:15:00Z,-80.24452222,39.32017778,HARRISON (33),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,3,8,0
2016,540176,2016-09-16T16:35:00Z,-78.20607778,39.62408889,MORGAN (65),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,16:46,Yes,18:56,2,1,3,0
2016,540177,2016-09-17T10:59:00Z,-80.52465278,39.28841667,HARRISON (33),Motor Vehicle In-Transport,12,FALSE,Rain,Yes,11:14,Not Applicable/Notified,NA,2,1,2,0
2016,540178,2016-09-19T14:35:00Z,-80.83633333,38.93543333,GILMER (21),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2016,540179,2016-09-23T17:52:00Z,-82.34521389,38.41679722,CABELL (11),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,18:17,Yes,18:27,2,1,2,0
2016,540180,2016-09-24T18:06:00Z,-82.48576944,38.32723889,WAYNE (99),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2016,540181,2016-09-26T19:49:00Z,-81.52696667,39.23651944,WOOD (107),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,3,0
2016,540182,2016-09-27T06:03:00Z,-78.01953889,39.41093889,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2016,540183,2016-09-28T14:17:00Z,-82.07697222,38.84845,MASON (53),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,4,1,2,0
2016,540184,2016-09-28T07:00:00Z,-82.04608333,38.008475,LOGAN (45),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2016,540185,2016-09-29T21:37:00Z,-80.59296944,40.06093056,OHIO (69),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,4,1,4,0
2016,540186,2016-09-18T11:21:00Z,-79.632875,39.2915,PRESTON (77),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540187,2016-10-02T09:30:00Z,-80.86721944,38.92111111,GILMER (21),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540188,2016-10-04T05:05:00Z,-78.22568333,39.62972778,MORGAN (65),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2016,540189,2016-10-07T14:00:00Z,-82.22715278,38.32811389,LINCOLN (43),Utility Pole/Light Support,30,FALSE,Clear,Yes,15:20,Yes,16:15,1,1,2,0
2016,540190,2016-10-08T17:15:00Z,-80.59875278,37.53870278,MONROE (63),Embankment,35,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540191,2016-10-14T21:22:00Z,-79.95791111,39.58253889,MONONGALIA (61),Rollover/Overturn,1,FALSE,Clear,Yes,21:37,Yes,22:30,1,1,2,0
2016,540192,2016-10-26T13:25:00Z,-80.40722222,37.80737222,GREENBRIER (25),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540193,2016-10-30T15:55:00Z,-80.37635833,37.77331389,GREENBRIER (25),Bridge Rail (Includes parapet),23,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2016,540194,2016-10-07T11:30:00Z,-81.34579167,37.42129722,MCDOWELL (47),Ditch,34,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,3,0
2016,540195,2016-10-16T19:25:00Z,-79.19243056,38.82423889,PENDLETON (71),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540196,2016-10-21T22:37:00Z,-81.63858056,38.35591389,KANAWHA (39),Pedestrian,8,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,1,1,1,1
2016,540197,2016-10-25T06:22:00Z,-80.69288889,38.77009722,BRAXTON (7),Thrown or Falling Object,16,FALSE,Other,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540198,2016-10-26T00:40:00Z,-79.92601944,39.17604167,BARBOUR (1),Rollover/Overturn,1,TRUE,Clear,Yes,00:45,Not Applicable/Notified,NA,1,1,1,0
2016,540199,2016-10-27T22:00:00Z,-81.14259722,37.99773889,FAYETTE (19),Pedestrian,8,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,3,1
2016,540200,2016-10-02T17:49:00Z,-80.09916389,39.26765833,TAYLOR (91),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2016,540201,2016-10-07T15:54:00Z,-81.60552778,38.21111944,KANAWHA (39),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,16:20,Yes,16:39,2,2,4,0
2016,540202,2016-10-12T09:20:00Z,-81.49474167,39.21200556,WOOD (107),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,09:32,Yes,10:08,2,1,4,0
2016,540203,2016-05-28T16:40:00Z,-79.53469167,39.44189722,PRESTON (77),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540204,2016-10-03T16:15:00Z,-81.15765278,39.20588611,RITCHIE (85),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540205,2016-10-04T08:50:00Z,-81.21608889,37.28628611,MERCER (55),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,08:59,Not Applicable/Notified,NA,2,1,2,0
2016,540206,2016-10-12T15:30:00Z,-80.38320833,39.00045556,LEWIS (41),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2016,540207,2016-10-13T14:25:00Z,-80.18834722,39.42870833,MARION (49),Motor Vehicle In-Transport,12,TRUE,Rain,Unknown time,NA,Unknown time,NA,2,2,3,0
2016,540208,2016-10-16T02:33:00Z,-77.98411111,39.31748889,JEFFERSON (37),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,4,2,4,0
2016,540209,2016-10-16T16:19:00Z,-81.66931667,38.89638056,JACKSON (35),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,4,0
2016,540210,2016-10-26T07:38:00Z,-77.83274167,39.33843889,JEFFERSON (37),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,07:46,Yes,08:22,2,1,2,0
2016,540212,2016-06-16T16:50:00Z,-77.93877222,39.50758333,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Rain,Yes,17:05,Yes,17:35,12,1,12,0
2016,540213,2016-11-02T12:16:00Z,-81.21428611,37.76304722,RALEIGH (81),Guardrail Face,24,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540214,2016-11-13T18:33:00Z,-77.93866111,39.50727778,BERKELEY (3),Other Non-Collision,7,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,3,0
2016,540215,2016-11-15T17:55:00Z,-81.62226667,39.24560833,WOOD (107),Pedestrian,8,FALSE,Cloudy,Yes,18:04,Yes,18:28,1,1,1,1
2016,540216,2016-11-15T23:40:00Z,-81.62761389,37.27848611,MCDOWELL (47),Rollover/Overturn,1,FALSE,Clear,Yes,23:58,Yes,00:35,1,1,1,0
2016,540217,2016-11-16T10:41:00Z,-82.42353056,38.40298056,CABELL (11),Embankment,35,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2016,540218,2016-11-23T14:00:00Z,-81.84897222,38.70161389,MASON (53),Fence,38,TRUE,Clear,Yes,15:12,Not Applicable/Notified,NA,1,1,1,0
2016,540219,2016-11-19T22:30:00Z,-80.48613333,39.02866389,LEWIS (41),Utility Pole/Light Support,30,FALSE,Snow,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540220,2016-11-25T14:36:00Z,-77.81500833,39.42640556,JEFFERSON (37),Utility Pole/Light Support,30,FALSE,Cloudy,Yes,14:49,Yes,15:28,1,1,1,0
2016,540221,2016-11-02T13:47:00Z,-78.74250833,39.33322222,HAMPSHIRE (27),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,3,0
2016,540222,2016-11-03T16:05:00Z,-79.86144722,38.85974444,RANDOLPH (83),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,2,1,3,0
2016,540223,2016-11-04T23:11:00Z,-80.1487,39.48775278,MARION (49),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,23:14,Yes,23:41,2,1,2,0
2016,540224,2016-11-18T15:03:00Z,-81.34488611,38.79843611,ROANE (87),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,4,0
2016,540225,2016-11-19T14:13:00Z,-77.86525833,39.36118611,JEFFERSON (37),Motor Vehicle In-Transport,12,FALSE,Cloudy,Not called,NA,Not Applicable/Notified,NA,2,1,2,0
2016,540226,2016-11-21T12:41:00Z,-79.84958611,39.36479722,PRESTON (77),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,13:04,Yes,13:31,2,1,2,0
2016,540227,2016-11-27T12:42:00Z,-80.42721389,37.79390278,GREENBRIER (25),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2016,540228,2016-12-02T13:18:00Z,-82.25426944,38.58513889,CABELL (11),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,13:39,Unknown time,NA,2,1,4,0
2016,540229,2016-12-04T19:00:00Z,-81.18525556,37.78937222,RALEIGH (81),Non-Motorist on Personal Conveyance,15,FALSE,Rain,Yes,19:09,Yes,19:36,1,1,1,1
2016,540230,2016-12-04T22:00:00Z,-81.20264722,37.76575556,RALEIGH (81),Pedestrian,8,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2016,540231,2016-12-04T04:55:00Z,-82.54711111,38.08242778,WAYNE (99),Guardrail Face,24,TRUE,Clear,Unknown if arrived,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540232,2016-12-07T01:35:00Z,-81.10314444,37.36510833,MERCER (55),Wall,39,TRUE,Clear,Yes,01:45,Not Applicable/Notified,NA,1,1,1,0
2016,540233,2016-12-07T12:58:00Z,-82.13611667,38.83278333,MASON (53),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,3,0
2016,540234,2016-12-10T11:02:00Z,-78.68873056,39.31493889,HAMPSHIRE (27),Embankment,35,FALSE,Clear,Yes,11:07,Yes,11:34,1,1,1,0
2016,540236,2016-12-12T18:46:00Z,-80.52741944,40.1023,OHIO (69),Embankment,35,TRUE,Clear,Yes,18:57,Yes,19:35,1,1,1,0
2016,540237,2016-12-05T09:20:00Z,-80.24560556,38.99603333,UPSHUR (97),Parked Motor Vehicle,14,FALSE,Clear,Yes,09:34,Yes,09:50,2,1,1,1
2016,540238,2016-12-05T18:50:00Z,-80.40814722,39.10526389,LEWIS (41),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2016,540239,2016-12-11T11:25:00Z,-81.1715,37.762675,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,4,0
2016,540240,2016-12-14T18:29:00Z,-80.97104167,37.33932778,MERCER (55),Rollover/Overturn,1,FALSE,Clear,Yes,18:42,Yes,20:06,1,1,2,0
2016,540241,2016-12-15T12:16:00Z,-80.85133611,38.2811,NICHOLAS (67),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,12:34,Unknown time,NA,2,1,4,0
2016,540242,2016-12-17T17:34:00Z,-81.241575,37.26619167,MERCER (55),Pedestrian,8,FALSE,Rain,Unknown time,NA,Unknown time,NA,1,1,1,1
2016,540243,2016-12-17T01:35:00Z,-81.49054167,39.29986389,WOOD (107),Rollover/Overturn,1,TRUE,Rain,Yes,01:48,Yes,02:35,2,1,7,1
2016,540244,2016-12-21T13:20:00Z,-81.25714722,37.707675,RALEIGH (81),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540245,2016-12-21T15:00:00Z,-80.30915278,38.49460278,WEBSTER (101),Tree (Standing Only),42,TRUE,Cloudy,Unknown time,NA,Unknown time,NA,1,1,1,0
2016,540246,2016-12-22T19:45:00Z,-80.44078611,39.01811667,LEWIS (41),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,3,1
2016,540247,2016-12-24T01:42:00Z,-78.64333056,39.28471944,HAMPSHIRE (27),Embankment,35,TRUE,Clear,Unknown if arrived,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540248,2016-12-22T05:15:00Z,-77.98455278,39.56064167,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,05:25,Yes,06:03,2,2,3,0
2016,540249,2016-12-26T05:04:00Z,-79.324375,38.65194167,PENDLETON (71),Fence,38,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540250,2016-12-27T15:29:00Z,-81.11488889,38.39661944,CLAY (15),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,2,3,0
2016,540251,2016-12-28T09:23:00Z,-81.19156111,38.28146111,NICHOLAS (67),Fence,38,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2016,540252,2016-12-31T18:12:00Z,-82.20528056,38.26361111,LINCOLN (43),Motor Vehicle In-Transport,12,FALSE,Rain,Yes,18:36,Yes,18:55,2,1,3,0
2016,540253,2016-12-15T16:34:00Z,-81.18553611,37.81070556,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2016,540254,2016-12-29T14:06:00Z,-80.24251944,39.71578611,MONONGALIA (61),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2017,540001,2017-01-02T23:18:00Z,-78.73556111,39.38833056,HAMPSHIRE (27),Tree (Standing Only),42,FALSE,Cloudy,Yes,23:30,Not Applicable/Notified,NA,1,1,1,0
2017,540002,2017-01-08T01:45:00Z,-77.95182778,39.49940278,BERKELEY (3),Pedestrian,8,FALSE,Clear,Unknown if arrived,NA,Not Applicable/Notified,NA,1,1,2,1
2017,540003,2017-01-09T16:46:00Z,-80.99713056,39.56251667,TYLER (95),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2017,540004,2017-01-09T07:16:00Z,-80.29696389,38.06580833,GREENBRIER (25),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,3,1,3,0
2017,540005,2017-01-09T19:26:00Z,-82.04512778,38.52974444,PUTNAM (79),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2017,540006,2017-01-11T17:16:00Z,-80.53028889,39.29079722,HARRISON (33),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,3,4,7,0
2017,540007,2017-01-12T12:10:00Z,-79.67652778,39.66185556,PRESTON (77),Utility Pole/Light Support,30,TRUE,Cloudy,Unknown if arrived,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540008,2017-01-13T01:00:00Z,-81.34038889,37.43334722,MCDOWELL (47),Rollover/Overturn,1,TRUE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540009,2017-01-15T01:24:00Z,-82.44043056,38.42,CABELL (11),Tree (Standing Only),42,TRUE,Rain,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2017,540010,2017-01-16T07:54:00Z,-81.72209167,38.92590833,JACKSON (35),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,08:04,Not Applicable/Notified,NA,2,1,2,0
2017,540011,2017-01-18T07:20:00Z,-81.68993056,38.75580556,JACKSON (35),Pedestrian,8,FALSE,Rain,Yes,07:28,Yes,07:43,1,1,1,1
2017,540012,2017-01-21T00:01:00Z,-81.44716667,39.36091389,WOOD (107),Rollover/Overturn,1,TRUE,Cloudy,Yes,08:08,Not Applicable/Notified,NA,1,1,1,0
2017,540013,2017-01-21T02:00:00Z,-81.63863333,37.42100278,MCDOWELL (47),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2017,540014,2017-01-25T19:26:00Z,-81.71813333,38.32019167,KANAWHA (39),Pedestrian,8,FALSE,Rain,Unknown time,NA,Unknown time,NA,1,1,1,1
2017,540015,2017-01-30T05:00:00Z,-80.46212778,39.04327778,LEWIS (41),Ditch,34,FALSE,Snow,Yes,05:56,Yes,06:01,1,1,2,0
2017,540016,2017-01-30T17:40:00Z,-82.25248889,38.42072222,CABELL (11),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,3,1,4,0
2017,540017,2017-02-04T15:11:00Z,-80.92171667,38.62285556,BRAXTON (7),Other Fixed Object,43,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540019,2017-02-10T13:57:00Z,-81.84603611,38.15335,BOONE (5),Fence,38,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540020,2017-02-11T23:19:00Z,-81.85247778,38.44958056,PUTNAM (79),Guardrail Face,24,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2017,540021,2017-02-14T11:19:00Z,-81.73166944,37.34443889,MCDOWELL (47),Bridge Rail (Includes parapet),23,FALSE,Clear,Yes,11:42,Not Applicable/Notified,NA,1,1,1,0
2017,540022,2017-02-10T15:48:00Z,-81.96460278,38.00806111,LOGAN (45),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540023,2017-02-14T17:26:00Z,-82.30493889,38.45741667,CABELL (11),Other Fixed Object,43,TRUE,Clear,Yes,17:44,Yes,18:09,1,1,3,0
2017,540024,2017-02-17T04:04:00Z,-82.44339722,38.39228889,CABELL (11),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,04:12,Yes,04:56,2,1,2,0
2017,540025,2017-02-25T01:49:00Z,-80.05310278,39.15640278,BARBOUR (1),Tree (Standing Only),42,TRUE,Clear,Yes,02:00,Yes,02:30,1,1,3,0
2017,540026,2017-02-25T01:50:00Z,-82.05262778,38.84359722,MASON (53),Fence,38,TRUE,Rain,Unknown time,NA,Unknown time,NA,1,1,2,0
2017,540027,2017-02-26T02:30:00Z,-79.96661944,39.34419167,TAYLOR (91),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540028,2017-03-02T09:30:00Z,-80.80802222,38.93191944,GILMER (21),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540029,2017-03-02T14:03:00Z,-79.97342778,38.72565278,RANDOLPH (83),Tree (Standing Only),42,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,1,1,2,0
2017,540030,2017-03-03T19:00:00Z,-82.10005833,38.42815,CABELL (11),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,19:35,Yes,20:15,4,2,8,0
2017,540031,2017-03-05T14:56:00Z,-82.41263889,38.42473889,CABELL (11),Pedestrian,8,FALSE,Clear,Yes,15:07,Yes,15:27,1,1,2,1
2017,540032,2017-03-05T16:10:00Z,-80.96896389,38.06557222,FAYETTE (19),Other Object (not fixed),18,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540033,2017-03-10T18:05:00Z,-80.96773889,37.51266111,SUMMERS (89),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540034,2017-03-12T21:00:00Z,-81.50017778,38.48208056,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,22:04,Yes,23:05,2,1,2,0
2017,540035,2017-03-15T20:25:00Z,-81.67703889,38.38009167,KANAWHA (39),Wall,39,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540037,2017-03-01T00:42:00Z,-80.04435556,39.15227222,BARBOUR (1),Motor Vehicle In-Transport,12,TRUE,Rain,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2017,540038,2017-03-26T17:10:00Z,-81.86961111,37.72975833,LOGAN (45),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,2,1,4,0
2017,540039,2017-03-27T09:35:00Z,-80.65091389,37.93291944,GREENBRIER (25),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2017,540040,2017-03-27T10:15:00Z,-77.85524444,39.33698333,JEFFERSON (37),Bridge Pier or Support,21,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540041,2017-03-28T11:32:00Z,-80.99661944,39.56276111,TYLER (95),Guardrail Face,24,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540042,2017-03-30T21:27:00Z,-81.65229444,38.65281667,JACKSON (35),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,21:42,Not Applicable/Notified,NA,2,1,2,0
2017,540043,2017-03-28T20:40:00Z,-78.07037778,39.32382222,BERKELEY (3),Rollover/Overturn,1,TRUE,Rain,Unknown time,NA,Unknown time,NA,1,1,2,0
2017,540044,2017-03-25T12:43:00Z,-80.41850556,39.64129444,MARION (49),Other Fixed Object,43,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540045,2017-04-04T21:45:00Z,-79.97654167,39.57314444,MONONGALIA (61),Pedestrian,8,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,1,1,2,1
2017,540046,2017-04-05T07:46:00Z,-81.92936667,37.80320556,LOGAN (45),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,2,6,0
2017,540047,2017-04-05T18:30:00Z,-80.91525,38.98637222,GILMER (21),Embankment,35,FALSE,Clear,Yes,18:52,Yes,19:21,1,1,1,0
2017,540048,2017-04-07T00:49:00Z,-78.09289167,39.56524444,BERKELEY (3),Tree (Standing Only),42,FALSE,Clear,Yes,01:02,Yes,03:43,1,1,1,0
2017,540049,2017-04-08T20:35:00Z,-82.23846944,38.14921111,LINCOLN (43),Embankment,35,TRUE,Clear,Yes,21:23,Yes,22:16,1,1,1,0
2017,540050,2017-04-09T22:42:00Z,-80.31833056,39.01306111,LEWIS (41),Live Animal,11,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540051,2017-04-10T19:35:00Z,-80.87068889,38.20222778,NICHOLAS (67),Ditch,34,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
