CaseYear,ST_CASE,crashDate,LONGITUD,LATITUDE,COUNTYNAME,HARM_EVNAME,HARM_EV,DRUNK_DR,WEATHERNAME,EMS_flag,EMS_time,Hosp_flag,Hosp_time,totalvehicles,fatals,persons,peds
2017,540267,2017-11-09T20:12:00Z,-81.45188056,38.14108889,KANAWHA (39),Concrete Traffic Barrier,25,FALSE,Clear,Yes,20:14,Yes,20:35,2,1,2,0
2017,540268,2017-11-12T06:12:00Z,-81.38680833,38.08551944,KANAWHA (39),Parked Motor Vehicle,14,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,1,0
2017,540269,2017-11-15T13:43:00Z,-81.44255,39.3262,WOOD (107),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,13:52,Yes,14:31,2,1,2,0
2017,540270,2017-11-14T14:36:00Z,-80.20598889,39.42882778,MARION (49),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,2,1,3,0
2017,540271,2017-11-16T15:00:00Z,-80.75716944,39.86850278,MARSHALL (51),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,2,3,0
2017,540272,2017-11-17T23:25:00Z,-80.68196111,40.00513889,MARSHALL (51),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,2,0
2017,540273,2017-11-17T04:20:00Z,-81.95425833,38.73781944,MASON (53),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2017,540274,2017-11-30T20:50:00Z,-81.99912222,39.01446944,MASON (53),Motor Vehicle In-Transport,12,TRUE,Rain,Yes,21:01,Yes,21:37,2,1,2,0
2017,540275,2017-12-05T06:21:00Z,-81.56226111,38.38068889,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,06:30,Yes,07:53,2,1,2,0
2017,540276,2017-12-07T15:05:00Z,-78.04716389,39.58346944,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2017,540277,2017-12-10T13:25:00Z,-78.77861111,39.60111111,MINERAL (57),Embankment,35,FALSE,Clear,Yes,13:42,Yes,14:07,1,1,1,0
2017,540278,2017-12-15T19:39:00Z,-82.0022,37.74868056,LOGAN (45),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2017,540279,2017-12-16T13:48:00Z,-81.777925,39.07061944,JACKSON (35),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2017,540280,2017-12-12T20:25:00Z,-80.11832222,39.47352778,MARION (49),Cable Barrier,57,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,2,0
2017,540281,NA,-82.29870833,38.51288611,CABELL (11),"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)",44,FALSE,NA,Unknown time,NA,Unknown time,NA,1,1,2,0
2017,540282,2017-12-19T21:49:00Z,-80.31905278,39.35103056,HARRISON (33),Parked Motor Vehicle,14,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,4,4,0
2017,540283,2017-12-21T14:07:00Z,-81.31982222,38.11045278,FAYETTE (19),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,14:19,Yes,16:11,3,1,2,0
2017,540284,2017-12-25T00:55:00Z,-80.386675,39.12294444,LEWIS (41),"Post, Pole or Other Supports",31,FALSE,Snow,Unknown time,NA,Unknown time,NA,1,1,1,0
2017,540285,2017-12-26T18:10:00Z,-79.96861111,39.57116111,MONONGALIA (61),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,4,0
2017,540286,2017-12-28T14:36:00Z,-81.26982778,37.77025833,RALEIGH (81),Embankment,35,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2017,540287,2017-12-30T17:27:00Z,-81.65111389,39.20498611,WOOD (107),Ground,58,TRUE,Clear,Yes,17:42,Yes,18:00,1,1,1,0
2017,540288,2017-11-28T13:00:00Z,-81.83007778,38.38870556,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540001,2018-01-01T13:36:00Z,-82.03605556,37.84553889,LOGAN (45),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,4,0
2018,540002,2018-01-05T16:34:00Z,-79.83574167,39.56963056,MONONGALIA (61),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,3,0
2018,540003,2018-01-07T23:07:00Z,-79.836575,38.9121,RANDOLPH (83),Tree (Standing Only),42,TRUE,Clear,Yes,23:19,Yes,03:07,1,1,1,0
2018,540004,2018-01-10T14:09:00Z,-79.96337778,39.66059722,MONONGALIA (61),Ditch,34,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2018,540006,2018-01-10T23:20:00Z,-78.92608333,39.07017222,HARDY (31),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540007,2018-01-20T03:50:00Z,-80.46189722,39.32801944,HARRISON (33),Tree (Standing Only),42,TRUE,Clear,Yes,04:38,Yes,05:47,1,1,2,0
2018,540008,2018-01-16T12:45:00Z,-82.17678333,38.43423889,CABELL (11),Guardrail Face,24,FALSE,Snow,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2018,540009,2018-01-22T23:15:00Z,-80.53859167,40.398225,BROOKE (9),Guardrail Face,24,TRUE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540010,2018-01-19T13:30:00Z,-82.44209167,38.317775,WAYNE (99),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2018,540011,2018-01-22T00:35:00Z,-81.20666944,37.75028056,RALEIGH (81),Rollover/Overturn,1,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540012,2018-01-24T18:39:00Z,-81.72819722,38.36507778,KANAWHA (39),Pedestrian,8,TRUE,Snow,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,1
2018,540013,2018-01-29T07:20:00Z,-82.00953611,38.40429444,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,07:39,Yes,08:16,2,1,3,0
2018,540014,2018-01-09T15:57:00Z,-81.93367222,38.46557778,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,16:16,Yes,16:44,3,1,4,0
2018,540015,2018-01-31T17:19:00Z,-78.52088333,39.36817778,HAMPSHIRE (27),Fence,38,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540016,2018-02-01T18:36:00Z,-79.97330278,39.65010556,MONONGALIA (61),Pedestrian,8,FALSE,Rain,Yes,18:40,Yes,18:58,1,1,1,1
2018,540017,2018-02-03T21:47:00Z,-79.03865556,39.36473333,MINERAL (57),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540018,2018-02-01T10:30:00Z,-81.85006111,37.68127778,LOGAN (45),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540019,2018-02-17T01:51:00Z,-80.39698056,39.29664444,HARRISON (33),Tree (Standing Only),42,TRUE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540020,2018-02-17T10:15:00Z,-78.72158889,39.42056389,HAMPSHIRE (27),Ditch,34,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540021,2018-02-21T19:40:00Z,-78.58100556,39.07909444,HARDY (31),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540022,2018-02-14T18:36:00Z,-81.77501111,38.27799167,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,3,1,4,0
2018,540023,2018-02-27T23:00:00Z,-81.18194722,38.15428056,FAYETTE (19),Embankment,35,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540024,2018-02-18T06:21:00Z,-81.45078889,39.346625,WOOD (107),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,06:24,Yes,07:12,2,1,1,1
2018,540025,2018-02-21T16:43:00Z,-77.85423611,39.58410833,BERKELEY (3),Motor Vehicle In-Transport,12,TRUE,Rain,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2018,540026,2018-02-22T19:35:00Z,-80.79264167,37.39582222,MONROE (63),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Yes,21:16,2,1,2,0
2018,540028,2018-02-25T00:55:00Z,-79.3319,38.64016111,PENDLETON (71),Other Fixed Object,43,TRUE,Rain,Unknown time,NA,Not Applicable/Notified,NA,3,1,1,0
2018,540029,2018-02-27T18:59:00Z,-81.78785278,37.40118333,MCDOWELL (47),Embankment,35,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2018,540030,2018-02-04T03:50:00Z,-80.65558056,37.94815833,GREENBRIER (25),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2018,540031,2018-03-02T15:54:00Z,-81.31813333,37.68819444,RALEIGH (81),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540032,2018-03-03T10:29:00Z,-82.58321667,38.11934722,WAYNE (99),Bridge Rail (Includes parapet),23,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2018,540033,2018-03-03T23:11:00Z,-81.78004444,38.03529167,BOONE (5),Pedestrian,8,FALSE,Clear,Yes,23:19,Yes,23:58,1,1,1,1
2018,540034,2018-03-14T00:28:00Z,-82.10258611,38.42695,CABELL (11),Tree (Standing Only),42,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540035,2018-03-15T08:19:00Z,-81.16598611,37.30803889,MERCER (55),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540036,2018-03-17T07:20:00Z,-80.19878056,38.72291667,RANDOLPH (83),Rollover/Overturn,1,TRUE,Clear,Yes,08:22,Not Applicable/Notified,NA,1,1,1,0
2018,540037,2018-03-19T02:00:00Z,-78.61537222,39.077125,HARDY (31),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540038,2018-03-23T10:30:00Z,-81.24086667,37.83089722,RALEIGH (81),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540039,2018-03-24T17:38:00Z,-81.39971111,38.13576944,KANAWHA (39),Embankment,35,FALSE,Rain,Yes,18:02,Yes,18:36,1,2,5,0
2018,540040,2018-03-29T17:56:00Z,-80.85736111,39.67104444,WETZEL (103),Tree (Standing Only),42,TRUE,Rain,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540041,2018-03-03T14:04:00Z,-81.07849722,38.67319167,CALHOUN (13),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,14:32,Yes,14:32,2,1,2,0
2018,540042,2018-03-07T11:00:00Z,-81.5723,38.22888889,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Rain,Yes,11:16,Yes,11:57,2,1,3,0
2018,540043,2018-03-08T17:37:00Z,-81.72556111,38.91666944,JACKSON (35),Parked Motor Vehicle,14,FALSE,Cloudy,Unknown time,NA,Yes,18:01,2,1,3,0
2018,540044,2018-03-14T19:51:00Z,-79.20383611,38.8109,PENDLETON (71),Rollover/Overturn,1,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540045,2018-03-15T15:20:00Z,-81.06596389,38.48456111,CLAY (15),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,4,0
2018,540046,2018-03-17T06:42:00Z,-81.92132222,38.83860556,MASON (53),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,07:08,Yes,07:40,2,1,2,0
2018,540047,2018-03-24T17:30:00Z,-81.42761111,38.13385,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,3,3,4,0
2018,540048,2018-03-24T16:37:00Z,-78.77153333,39.339675,HAMPSHIRE (27),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540049,2018-03-26T16:47:00Z,-79.84615,38.89485556,RANDOLPH (83),Ditch,34,FALSE,Clear,Unknown time,NA,Cancelled,NA,2,3,3,0
2018,540050,2018-03-27T12:30:00Z,-81.18412778,37.79244722,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540051,2018-03-27T17:24:00Z,-77.81771667,39.25569167,JEFFERSON (37),Tree (Standing Only),42,FALSE,Clear,Yes,18:12,Not Applicable/Notified,NA,1,1,1,0
2018,540052,2018-04-01T04:40:00Z,-81.02636389,38.51852778,CLAY (15),Utility Pole/Light Support,30,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540053,2018-04-01T14:07:00Z,-80.75065556,39.54948056,WETZEL (103),"Post, Pole or Other Supports",31,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540054,2018-04-08T03:10:00Z,-77.96908056,39.46656667,BERKELEY (3),Tree (Standing Only),42,TRUE,Clear,Yes,03:19,Yes,03:32,1,1,2,0
2018,540055,2018-04-10T10:25:00Z,-81.099425,37.75728056,RALEIGH (81),Tree (Standing Only),42,FALSE,Cloudy,Yes,11:36,Yes,12:10,1,1,1,0
2018,540056,2018-04-14T11:45:00Z,-81.62529722,38.36199167,KANAWHA (39),Guardrail Face,24,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,3,0
2018,540057,2018-04-15T13:50:00Z,-81.546425,39.14785278,WOOD (107),Culvert,32,FALSE,Rain,Yes,14:04,Yes,14:29,1,1,2,0
2018,540058,2018-04-24T17:32:00Z,-81.0639,37.45695,MERCER (55),Embankment,35,FALSE,Rain,Yes,17:44,Yes,18:11,1,1,2,0
2018,540059,2018-04-25T12:33:00Z,-81.20169167,38.24900556,NICHOLAS (67),Tree (Standing Only),42,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540060,2018-04-26T22:05:00Z,-80.06255833,39.71943611,MONONGALIA (61),Utility Pole/Light Support,30,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2018,540061,2018-04-03T19:19:00Z,-80.43935556,37.82129167,GREENBRIER (25),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,2,1,4,0
2018,540062,2018-04-03T15:20:00Z,-80.28885278,39.26690833,HARRISON (33),Concrete Traffic Barrier,25,FALSE,Rain,Unknown time,NA,Unknown time,NA,2,1,5,0
2018,540063,2018-04-04T17:24:00Z,-80.86041944,39.76187778,MARSHALL (51),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2018,540064,2018-04-12T08:05:00Z,-82.24443611,38.40406111,CABELL (11),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,08:21,Yes,09:04,2,1,3,0
2018,540065,2018-04-12T17:25:00Z,-81.11368889,37.73594444,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,2,3,0
2018,540066,2018-04-18T15:40:00Z,-82.0132,37.935,LOGAN (45),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,2,4,0
2018,540067,2018-04-19T14:05:00Z,-81.69311944,38.37641111,KANAWHA (39),Motor Vehicle In-Transport,12,TRUE,Cloudy,Yes,14:10,Unknown time,NA,2,1,3,0
2018,540068,2018-04-23T14:44:00Z,-77.87694167,39.25912222,JEFFERSON (37),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,14:50,Yes,15:17,2,1,2,0
2018,540069,2018-04-24T12:34:00Z,-82.00510278,38.44594167,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Rain,Unknown time,NA,Unknown time,NA,3,2,5,0
2018,540070,2018-04-27T15:05:00Z,-81.54109722,38.23580833,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,15:06,Yes,15:39,2,2,2,0
2018,540071,2018-04-30T15:30:00Z,-82.00725,38.57990278,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,15:42,Yes,16:32,2,1,4,0
2018,540072,2018-04-30T05:25:00Z,-80.14164444,39.48038611,MARION (49),Other Object (not fixed),18,FALSE,Clear,Yes,05:32,Yes,06:19,1,1,1,0
2018,540073,2018-05-02T08:42:00Z,-81.96529444,37.83934444,LOGAN (45),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540074,2018-05-09T00:10:00Z,-79.74998333,39.654825,PRESTON (77),Traffic Sign Support,59,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2018,540075,2018-05-12T17:35:00Z,-81.07302778,37.69993056,RALEIGH (81),Fell/Jumped from Vehicle,5,FALSE,Clear,Yes,17:52,Yes,18:17,2,1,1,0
2018,540076,2018-05-12T23:40:00Z,-81.723275,38.78190833,JACKSON (35),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540077,2018-05-17T16:20:00Z,-81.5002,39.27176111,WOOD (107),Mail Box,53,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540078,2018-05-18T05:30:00Z,-81.67665278,38.81186667,JACKSON (35),Guardrail Face,24,FALSE,Cloudy,Yes,06:24,Not Applicable/Notified,NA,1,1,1,0
2018,540079,2018-05-19T15:39:00Z,-81.06069444,39.47577222,TYLER (95),Fell/Jumped from Vehicle,5,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540080,2018-05-19T22:05:00Z,-80.94522222,38.23527222,NICHOLAS (67),Fence,38,TRUE,Rain,Yes,22:30,Unknown time,NA,1,1,1,0
2018,540081,2018-05-26T14:32:00Z,-81.82916944,37.32611111,MCDOWELL (47),Fence,38,FALSE,Clear,Yes,14:40,Not Applicable/Notified,NA,1,1,1,0
2018,540082,2018-05-30T15:16:00Z,-78.04008056,39.32896389,BERKELEY (3),Rollover/Overturn,1,FALSE,Rain,Unknown time,NA,Unknown time,NA,1,1,3,0
2018,540083,2018-05-01T18:16:00Z,-81.97701111,38.45648056,PUTNAM (79),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,18:22,Yes,19:00,3,1,4,0
2018,540084,2018-05-07T12:40:00Z,-80.82306667,39.70874444,WETZEL (103),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2018,540085,2018-05-07T14:48:00Z,-80.82003889,39.27722778,DODDRIDGE (17),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,3,0
2018,540086,2018-05-10T21:15:00Z,-81.251075,37.71802778,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,3,1,2,10
2018,540087,2018-05-13T19:30:00Z,-80.79588056,37.40090556,MONROE (63),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,3,1,7,0
2018,540088,2018-05-14T07:17:00Z,-78.05388056,39.52352778,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Other,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540089,2018-05-14T10:40:00Z,-79.13231111,39.15181944,GRANT (23),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540090,2018-05-15T18:43:00Z,-81.30542778,39.25005556,WOOD (107),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,19:16,Yes,19:43,2,1,2,0
2018,540091,2018-05-23T06:38:00Z,-79.99105278,39.63071111,MONONGALIA (61),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,07:21,Unknown time,NA,2,1,2,0
2018,540092,2018-05-01T22:35:00Z,-81.20491111,37.44188333,MERCER (55),Parked Motor Vehicle,14,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,1,0
2018,540093,2018-05-31T20:45:00Z,-82.45789722,38.41955833,CABELL (11),Building,19,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540094,2018-06-01T18:40:00Z,-81.09898333,37.66900833,RALEIGH (81),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540095,2018-06-06T20:00:00Z,-82.43833056,38.25638889,WAYNE (99),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
2018,540096,2018-06-07T12:11:00Z,-79.13553333,39.15558889,GRANT (23),Rollover/Overturn,1,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,3,0
2018,540097,2018-06-09T22:25:00Z,-78.15141389,39.38329722,BERKELEY (3),Utility Pole/Light Support,30,TRUE,Cloudy,Unknown time,NA,Unknown time,NA,1,2,3,0
2018,540098,2018-06-10T19:02:00Z,-77.81545833,39.30106111,JEFFERSON (37),Curb,33,TRUE,Cloudy,Yes,20:06,Not Applicable/Notified,NA,1,1,1,0
2018,540099,2018-06-12T16:23:00Z,-82.46975833,38.41676667,CABELL (11),Fence,38,FALSE,Rain,Yes,16:28,Yes,16:47,1,1,1,0
2018,540100,2018-06-06T14:20:00Z,-81.58275833,38.22803611,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2018,540101,2018-06-17T19:00:00Z,-81.89940833,37.99473056,BOONE (5),Rollover/Overturn,1,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540102,2018-06-18T12:58:00Z,-79.12286944,39.0651,GRANT (23),Ditch,34,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540103,2018-06-26T18:56:00Z,-80.45010556,39.28350278,HARRISON (33),Tree (Standing Only),42,FALSE,Cloudy,Unknown time,NA,Unknown time,NA,1,1,2,0
2018,540104,2018-06-28T10:00:00Z,-81.47649167,39.38128056,WOOD (107),Live Animal,11,FALSE,Cloudy,Yes,10:07,Yes,10:29,1,1,1,0
2018,540106,2018-06-28T23:29:00Z,-81.58233889,38.40038333,KANAWHA (39),Tree (Standing Only),42,FALSE,Clear,Yes,23:39,Yes,01:30,1,1,1,0
2018,540107,2018-06-29T02:00:00Z,-80.58591111,38.12075833,GREENBRIER (25),Rollover/Overturn,1,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,3,0
2018,540108,2018-06-07T15:06:00Z,-81.18940278,39.38073333,PLEASANTS (73),Motor Vehicle In-Transport,12,FALSE,Clear,Yes,15:13,Unknown time,NA,2,1,2,0
2018,540109,2018-04-03T16:17:00Z,-79.92516944,39.16032222,BARBOUR (1),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540110,2018-04-10T12:30:00Z,-82.49587778,38.04621111,WAYNE (99),Reported as Unknown,99,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540111,2018-05-22T09:49:00Z,-80.86724167,38.63211389,BRAXTON (7),Embankment,35,FALSE,Cloudy,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540112,2018-06-09T17:50:00Z,-81.12231944,37.39233056,MERCER (55),Guardrail Face,24,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540113,2018-06-09T12:34:00Z,-79.03088611,39.36836667,MINERAL (57),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,4,0
2018,540114,2018-06-14T11:00:00Z,-77.90107778,39.54799444,BERKELEY (3),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,3,1,3,0
2018,540115,2018-06-15T10:50:00Z,-80.48611111,38.24721944,NICHOLAS (67),Motor Vehicle In-Transport,12,FALSE,Cloudy,Yes,11:37,Yes,12:16,3,1,3,0
2018,540116,2018-06-16T18:00:00Z,-80.02459167,39.71668056,MONONGALIA (61),Motor Vehicle In-Transport,12,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,2,0
2018,540117,2018-06-19T17:00:00Z,-81.53016667,37.58633056,WYOMING (109),Guardrail Face,24,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540118,2018-06-27T13:05:00Z,-81.72395833,38.31555833,KANAWHA (39),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540119,2018-06-28T18:29:00Z,-80.606325,40.35733333,BROOKE (9),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540120,2018-06-19T15:39:00Z,-80.40003889,39.28363611,HARRISON (33),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,8,2,12,0
2018,540122,2018-06-03T10:20:00Z,-81.99918889,37.84664167,LOGAN (45),Motor Vehicle In-Transport,12,TRUE,Clear,Yes,10:27,Yes,10:31,2,1,2,0
2018,540123,2018-05-26T23:10:00Z,-81.70598889,37.45356944,MCDOWELL (47),Pedestrian,8,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,2,1
2018,540124,2018-06-03T00:18:00Z,-80.54031389,38.67050556,BRAXTON (7),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,0
2018,540125,2018-06-15T15:23:00Z,-81.74701389,38.14885556,BOONE (5),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Not Applicable/Notified,NA,2,1,4,0
2018,540126,2018-05-16T10:42:00Z,-80.52136389,40.34999444,BROOKE (9),Fell/Jumped from Vehicle,5,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,2,0
2018,540127,2018-07-09T21:39:00Z,-81.77373889,38.50332778,PUTNAM (79),Utility Pole/Light Support,30,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540128,2018-07-09T11:19:00Z,-82.516575,38.39920833,WAYNE (99),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540129,2018-07-11T19:17:00Z,-81.04879722,37.685575,RALEIGH (81),Motor Vehicle In-Transport,12,FALSE,Clear,Unknown time,NA,Unknown time,NA,2,1,2,0
2018,540130,2018-07-01T02:42:00Z,-81.15636111,37.304325,MERCER (55),Tree (Standing Only),42,TRUE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,0
2018,540131,2018-07-06T23:15:00Z,-79.93514722,39.63005833,MONONGALIA (61),Pedalcyclist,9,FALSE,Clear,Unknown time,NA,Yes,05:37,1,1,1,1
2018,540132,2018-07-10T15:33:00Z,-80.29270278,37.79169167,GREENBRIER (25),Pedalcyclist,9,FALSE,Clear,Unknown time,NA,Unknown time,NA,1,1,1,1
2018,540135,2018-07-21T22:13:00Z,-81.187925,37.86585278,RALEIGH (81),Pedestrian,8,FALSE,Rain,Unknown time,NA,Not Applicable/Notified,NA,1,1,1,1
